time_ms, raw_ax, raw_ay, raw_az, filt_ax, filt_ay, filt_az
42215, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42276, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
42332, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42388, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
42444, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
42500, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42556, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42612, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42668, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42724, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42780, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
42841, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42897, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
42953, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43009, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43065, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43121, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43177, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43233, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43289, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43345, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43401, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43462, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
43518, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43576, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43632, 0.02, -0.00, -1.06, 0.03, -0.01, -1.06
43688, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
43744, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
43800, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
43856, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43912, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
43968, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44024, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44085, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44141, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
44197, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44253, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
44309, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
44365, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
44421, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
44477, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44533, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
44589, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44645, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44706, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44762, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
44818, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
44874, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
44930, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
44986, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45042, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
45098, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
45156, 0.02, -0.00, -1.06, 0.03, -0.01, -1.06
45212, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45268, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45329, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45385, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
45441, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
45497, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
45553, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
45609, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45665, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45721, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45777, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
45833, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
45889, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
45950, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46006, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46062, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46118, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46174, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46230, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46286, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
46342, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46397, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46452, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46507, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
46567, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46622, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
46679, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
46734, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46789, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46844, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46899, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
46954, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47009, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47064, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47119, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
47179, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47234, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47289, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
47344, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
47399, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47454, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47509, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
47564, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47619, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
47674, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47729, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47789, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
47844, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47899, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
47954, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48009, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48064, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48119, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
48174, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48231, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48286, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
48341, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
48401, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
48456, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
48511, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48566, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
48621, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48676, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48731, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48786, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
48841, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
48896, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
48956, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49011, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
49066, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49121, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49176, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49231, 0.03, -0.00, -1.06, 0.03, -0.01, -1.06
49286, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49341, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49396, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
49451, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49506, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49566, 0.02, -0.01, -1.06, 0.03, -0.01, -1.06
49621, 0.02, -0.01, -1.07, 0.03, -0.01, -1.06
49676, 0.03, -0.01, -1.05, 0.03, -0.01, -1.06
49733, 0.03, -0.00, -1.05, 0.03, -0.01, -1.06
49788, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49843, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
49898, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
49953, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50008, 0.03, -0.01, -1.07, 0.03, -0.01, -1.06
50063, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50118, 0.02, -0.00, -1.05, 0.03, -0.01, -1.06
50178, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50233, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50288, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50343, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50398, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50453, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50508, 0.03, -0.01, -1.06, 0.03, -0.01, -1.06
50563, 0.01, -0.00, -1.04, 0.03, -0.01, -1.06
50618, 0.02, -0.01, -1.06, 0.02, -0.01, -1.06
50673, 0.02, 0.00, -1.07, 0.02, -0.01, -1.06
50728, -0.07, -0.01, -1.05, 0.01, -0.01, -1.06
50788, 0.01, 0.02, -1.06, 0.01, -0.00, -1.06
50843, 0.01, -0.00, -1.06, 0.01, -0.00, -1.06
50898, 0.00, -0.01, -1.04, 0.01, -0.00, -1.06
50953, -0.01, 0.00, -1.03, 0.00, -0.00, -1.05
51008, 0.01, -0.00, -1.06, 0.00, -0.00, -1.05
51063, -0.00, 0.00, -1.10, 0.00, -0.00, -1.06
51118, -0.03, -0.01, -1.02, -0.00, -0.00, -1.05
51173, -0.06, -0.03, -1.08, -0.02, -0.01, -1.06
51228, -0.02, -0.00, -1.06, -0.02, -0.01, -1.06
51285, -0.02, -0.01, -1.07, -0.02, -0.01, -1.06
51340, -0.05, -0.03, -1.07, -0.02, -0.01, -1.06
51400, -0.02, -0.00, -1.06, -0.02, -0.01, -1.06
51455, -0.03, -0.01, -1.06, -0.02, -0.01, -1.06
51510, -0.03, -0.00, -1.06, -0.02, -0.01, -1.06
